id_linha,circular,letreiro_numerico,sentido,tipo_letreiro,terminal_principal,terminal_secundario
1053,False,3762,1,10,METRÔ TATUAPÉ,JD. IVA
33821,False,3762,2,10,METRÔ TATUAPÉ,JD. IVA
1054,False,3763,1,10,METRÔ TATUAPÉ,TERM. VL. CARRÃO
33822,False,3763,2,10,METRÔ TATUAPÉ,TERM. VL. CARRÃO
1055,False,3766,1,10,METRÔ ITAQUERA,COHAB II
33823,False,3766,2,10,METRÔ ITAQUERA,COHAB II
1056,False,3768,1,10,CPTM JOSÉ BONIFÁCIO,VL. YOLANDA
33824,False,3768,2,10,CPTM JOSÉ BONIFÁCIO,VL. YOLANDA
1059,False,3773,1,10,METRÔ CARRÃO,RES. STA. BÁRBARA
33827,False,3773,2,10,METRÔ CARRÃO,RES. STA. BÁRBARA
1062,False,3778,1,10,METRÔ CARRÃO,JD. STA. TEREZINHA
33830,False,3778,2,10,METRÔ CARRÃO,JD. STA. TEREZINHA
1063,False,3785,1,10,METRÔ ITAQUERA,COHAB BARRO BRANCO
33831,False,3785,2,10,METRÔ ITAQUERA,COHAB BARRO BRANCO
1612,False,3787,1,10,METRÔ ITAQUERA,CID. TIRADENTES
34380,False,3787,2,10,METRÔ ITAQUERA,CID. TIRADENTES
1067,False,3789,1,10,METRÔ ITAQUERA,CID. TIRADENTES
33835,False,3789,2,10,METRÔ ITAQUERA,CID. TIRADENTES
2601,True,3789,1,51,CIRCULAR,METALÚRGICOS
35369,True,3789,2,51,CIRCULAR,METALÚRGICOS
1069,False,3791,1,10,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA
33837,False,3791,2,10,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA
1073,False,3795,1,10,METRÔ ITAQUERA,JD. SÃO CARLOS
33841,False,3795,2,10,METRÔ ITAQUERA,JD. SÃO CARLOS
1074,False,3796,1,10,METRÔ ITAQUERA,GLEBA DO PESSEGO
33842,False,3796,2,10,METRÔ ITAQUERA,GLEBA DO PESSEGO
1469,False,3901,1,10,METRÔ PENHA,JD. DANFER
34237,False,3901,2,10,METRÔ PENHA,JD. DANFER
1470,False,3902,1,10,CPTM GUAIANASES,CPTM JD. ROMANO
34238,False,3902,2,10,CPTM GUAIANASES,CPTM JD. ROMANO
1471,False,3903,1,10,PENHA,JD. VL. NOVA
34239,False,3903,2,10,PENHA,JD. VL. NOVA
1882,False,390E,1,10,TERM. PQ. D. PEDRO II,TERM. PENHA
34650,False,390E,2,10,TERM. PQ. D. PEDRO II,TERM. PENHA
2533,False,390E,1,41,METRÔ TATUAPÉ,ETEC PQ. BELÉM
35301,False,390E,2,41,METRÔ TATUAPÉ,ETEC PQ. BELÉM
2534,False,390E,1,42,METRÔ BELÉM,ETEC PQ. BELÉM
35302,False,390E,2,42,METRÔ BELÉM,ETEC PQ. BELÉM
2176,False,4001,1,10,TERM. VL. CARRÃO,ITAQUERA
34944,False,4001,2,10,TERM. VL. CARRÃO,ITAQUERA
2177,False,4002,1,10,TERM. VL. CARRÃO,GUAIANASES
34945,False,4002,2,10,TERM. VL. CARRÃO,GUAIANASES
2159,False,4003,1,10,E.T. ITAQUERA,INÁCIO MONTEIRO
34927,False,4003,2,10,E.T. ITAQUERA,INÁCIO MONTEIRO
2178,True,4004,1,10,BARRO BRANCO,TERM. CID. TIRADENTES
34946,True,4004,2,10,BARRO BRANCO,TERM. CID. TIRADENTES
2179,True,4005,1,10,BARRO BRANCO,TERM. CID. TIRADENTES
34947,True,4005,2,10,BARRO BRANCO,TERM. CID. TIRADENTES
2180,True,4006,1,10,CIRCULAR,JD. NOVA VITÓRIA
34948,True,4006,2,10,CIRCULAR,JD. NOVA VITÓRIA
2482,True,4006,1,21,CIRCULAR,JD. NOVA VITÓRIA
35250,True,4006,2,21,CIRCULAR,JD. NOVA VITÓRIA
2181,False,4007,1,10,TERM. VL. CARRÃO,COHAB JUSCELINO
34949,False,4007,2,10,TERM. VL. CARRÃO,COHAB JUSCELINO
2182,False,4008,1,10,TERM. VL. CARRÃO,JD. CIBELE
34950,False,4008,2,10,TERM. VL. CARRÃO,JD. CIBELE
2527,True,4008,1,21,CIRCULAR,COHAB JOSÉ BONIFÁCIO C 
35295,True,4008,2,21,CIRCULAR,COHAB JOSÉ BONIFÁCIO C 
2183,False,4010,1,10,TERM. VL. CARRÃO,JD. NSA. SRA. DO CARMO
34951,False,4010,2,10,TERM. VL. CARRÃO,JD. NSA. SRA. DO CARMO
2184,False,4011,1,10,TERM. SÃO MATEUS,JD. LIMOEIRO
34952,False,4011,2,10,TERM. SÃO MATEUS,JD. LIMOEIRO
2185,False,4012,1,10,TERM. SÃO MATEUS,JD. IGUATEMI
34953,False,4012,2,10,TERM. SÃO MATEUS,JD. IGUATEMI
2186,False,4013,1,10,TERM. SÃO MATEUS,JD. STO. ANDRÉ
34954,False,4013,2,10,TERM. SÃO MATEUS,JD. STO. ANDRÉ
2187,False,4014,1,10,TERM. VL. CARRÃO,JD. VL. CARRÃO
34955,False,4014,2,10,TERM. VL. CARRÃO,JD. VL. CARRÃO
2188,True,4015,1,10,JD. RODOLFO PIRANI,TERM. SÃO MATEUS
34956,True,4015,2,10,JD. RODOLFO PIRANI,TERM. SÃO MATEUS
2189,True,4016,1,10,JD. RODOLFO PIRANI,TERM. SÃO MATEUS
34957,True,4016,2,10,JD. RODOLFO PIRANI,TERM. SÃO MATEUS
2190,False,4017,1,10,VL. YOLANDA,METALÚRGICOS
34958,False,4017,2,10,VL. YOLANDA,METALÚRGICOS
2191,False,4018,1,10,TERM. SÃO MATEUS,METALÚRGICOS
34959,False,4018,2,10,TERM. SÃO MATEUS,METALÚRGICOS
2524,True,4019,1,10,CIRCULAR,METRÔ ITAQUERA 
35292,True,4019,2,10,CIRCULAR,METRÔ ITAQUERA 
2530,True,4020,1,10,JD. NOVO HORIZONTE,E. T. ITAQUERA
35298,True,4020,2,10,JD. NOVO HORIZONTE,E. T. ITAQUERA
2548,True,4021,1,10,VL. CHUCA,METRÔ ITAQUERA
35316,True,4021,2,10,VL. CHUCA,METRÔ ITAQUERA
2158,False,4024,1,10,E.T. ITAQUERA,COHAB FAZENDA DO CARMO
34926,False,4024,2,10,E.T. ITAQUERA,COHAB FAZENDA DO CARMO
1095,False,4025,1,10,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS
33863,False,4025,2,10,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS
1097,False,4027,1,10,JD. STO. ANDRÉ,HOSP. SÃO MATEUS
33865,False,4027,2,10,JD. STO. ANDRÉ,HOSP. SÃO MATEUS
2309,False,4027,1,41,SÃO MATEUS,MORRO DO CRUZEIRO
35077,False,4027,2,41,SÃO MATEUS,MORRO DO CRUZEIRO
1098,False,4028,1,10,DIV. DE MAUÁ,HOSP. SÃO MATEUS
33866,False,4028,2,10,DIV. DE MAUÁ,HOSP. SÃO MATEUS
1099,False,4029,1,10,TERM. VL PRUDENTE,SÃO MATEUS
33867,False,4029,2,10,TERM. VL PRUDENTE,SÃO MATEUS
1100,False,4030,1,10,SHOP. ARICANDUVA,FAZENDA DA JUTA
33868,False,4030,2,10,SHOP. ARICANDUVA,FAZENDA DA JUTA
1101,False,4031,1,10,METRÔ TAMANDUATEÍ,PQ. STA. MADALENA
33869,False,4031,2,10,METRÔ TAMANDUATEÍ,PQ. STA. MADALENA
1102,False,4032,1,10,OBJETIVO UNIP,VL. DAS MERCÊS
33870,False,4032,2,10,OBJETIVO UNIP,VL. DAS MERCÊS
1103,False,4033,1,10,NOVA CONQUISTA,JD. GUAIRACÁ
33871,False,4033,2,10,NOVA CONQUISTA,JD. GUAIRACÁ
2560,False,4035,1,10,METRÔ ITAQUERA,GUAIANASES
35328,False,4035,2,10,METRÔ ITAQUERA,GUAIANASES
2561,False,4036,1,10,TERM. VL. CARRÃO,METRÔ ITAQUERA
35329,False,4036,2,10,TERM. VL. CARRÃO,METRÔ ITAQUERA
2588,True,4037,1,10,CIRCULAR,TERM. VL. CARRÃO
35356,True,4037,2,10,CIRCULAR,TERM. VL. CARRÃO
2192,False,403A,1,10,TERM. PENHA,CPTM JOSÉ BONIFÁCIO
34960,False,403A,2,10,TERM. PENHA,CPTM JOSÉ BONIFÁCIO
2144,False,4051,1,10,CPTM GUAIANASES,JD. SÃO PAULO
34912,False,4051,2,10,CPTM GUAIANASES,JD. SÃO PAULO
2145,False,4052,1,10,METRÔ ITAQUERA,CPTM GUAIANASES
34913,False,4052,2,10,METRÔ ITAQUERA,CPTM GUAIANASES
2146,True,4053,1,10,CPTM GUAIANASES,GUAIANASES
34914,True,4053,2,10,CPTM GUAIANASES,GUAIANASES
2447,True,4055,1,10,VL. SOLANGE,CPTM GUAIANASES
35215,True,4055,2,10,VL. SOLANGE,CPTM GUAIANASES
2237,False,4056,1,10,TERM. SÃO MATEUS,PQ. BOA ESPERANÇA
35005,False,4056,2,10,TERM. SÃO MATEUS,PQ. BOA ESPERANÇA
2194,False,407A,1,10,LGO. DA CONCÓRDIA,SHOP. ARICANDUVA
34962,False,407A,2,10,LGO. DA CONCÓRDIA,SHOP. ARICANDUVA
2501,False,407A,1,21,METRÔ BELÉM,SHOP. ARICANDUVA
35269,False,407A,2,21,METRÔ BELÉM,SHOP. ARICANDUVA
2215,False,407E,1,10,METRÔ CARRÃO,JD. SÃO FRANCISCO (VIA JD. STO. ANDRÉ)
34983,False,407E,2,10,METRÔ CARRÃO,JD. SÃO FRANCISCO (VIA JD. STO. ANDRÉ)
2167,False,407F,1,10,METRÔ BELÉM,TERM. SÃO MATEUS
34935,False,407F,2,10,METRÔ BELÉM,TERM. SÃO MATEUS
2196,False,407G,1,10,METRÔ CARRÃO,JD. NOVA VITÓRIA
34964,False,407G,2,10,METRÔ CARRÃO,JD. NOVA VITÓRIA
2197,False,407H,1,10,METRÔ ITAQUERA,JD. SÃO FRANCISCO
34965,False,407H,2,10,METRÔ ITAQUERA,JD. SÃO FRANCISCO
2222,False,407I,1,10,METRÔ BRESSER,CONJ. MANOEL DA NÓBREGA
34990,False,407I,2,10,METRÔ BRESSER,CONJ. MANOEL DA NÓBREGA
35287,True,407I,2,21,METRÔ TATUAPÉ,CONJ. MANOEL DA NÓBREGA
2519,True,407I,1,21,METRÔ TATUAPÉ,CONJ. MANOEL DA NÓBREGA
2198,False,407J,1,10,METRÔ TATUAPÉ,JD. SOARES
34966,False,407J,2,10,METRÔ TATUAPÉ,JD. SOARES
2168,False,407K,1,10,METRÔ CARRÃO,TERM. SÃO MATEUS
34936,False,407K,2,10,METRÔ CARRÃO,TERM. SÃO MATEUS
2199,False,407L,1,10,METRÔ GUILHERMINA/ESPERANÇA,BARRO BRANCO
34967,False,407L,2,10,METRÔ GUILHERMINA/ESPERANÇA,BARRO BRANCO
318,True,407M,1,10,VL. MONUMENTO,METRÔ VL. MARIANA
33086,True,407M,2,10,VL. MONUMENTO,METRÔ VL. MARIANA
2169,False,407N,1,10,METRÔ PENHA,TERM. CID. TIRADENTES
34937,False,407N,2,10,METRÔ PENHA,TERM. CID. TIRADENTES
2200,False,407P,1,10,METRÔ TATUAPÉ,TERM. CID. TIRADENTES
34968,False,407P,2,10,METRÔ TATUAPÉ,TERM. CID. TIRADENTES
2201,False,407R,1,10,METRÔ BELÉM,TERM. VL. CARRÃO
34969,False,407R,2,10,METRÔ BELÉM,TERM. VL. CARRÃO
34970,False,407T,2,10,METRÔ ITAQUERA,JD. REDIL
2202,False,407T,1,10,METRÔ ITAQUERA,JD. REDIL
2204,False,407W,1,10,METRÔ CARRÃO,JD. IV CENTENÁRIO
34972,False,407W,2,10,METRÔ CARRÃO,JD. IV CENTENÁRIO
2206,True,407Y,1,10,METRÔ VL. PRUDENTE,PQ. SAVOY CITY
34974,True,407Y,2,10,METRÔ VL. PRUDENTE,PQ. SAVOY CITY
2156,False,4085,1,10,METRÔ ITAQUERA,COHAB FAZENDA DO CARMO
34924,False,4085,2,10,METRÔ ITAQUERA,COHAB FAZENDA DO CARMO
2250,True,4086,1,10,CIRCULAR,TERM. CID. TIRADENTES
35018,True,4086,2,10,CIRCULAR,TERM. CID. TIRADENTES
2602,True,4087,1,10,VL. POPULAR,E.T. ITAQUERA
35370,True,4087,2,10,VL. POPULAR,E.T. ITAQUERA
766,False,408A,1,10,CARDOSO DE ALMEIDA,MACHADO DE ASSIS
33534,False,408A,2,10,CARDOSO DE ALMEIDA,MACHADO DE ASSIS
1876,True,4092,1,10,SETOR IIB,TERM. CID. TIRADENTES
34644,True,4092,2,10,SETOR IIB,TERM. CID. TIRADENTES
35216,False,4093,2,10,TERM. CID. TIRADENTES,CID. TIRADENTES
2448,False,4093,1,10,TERM. CID. TIRADENTES,CID. TIRADENTES
320,True,4111,1,10,PÇA. DA REPÚBLICA,VL. MONUMENTO
33088,True,4111,2,10,PÇA. DA REPÚBLICA,VL. MONUMENTO
767,True,4112,1,10,PÇA. DA REPÚBLICA,STA. MARGARIDA MARIA
33535,True,4112,2,10,PÇA. DA REPÚBLICA,STA. MARGARIDA MARIA
768,True,4113,1,10,PÇA. DA REPÚBLICA,GENTIL DE MOURA
33536,True,4113,2,10,PÇA. DA REPÚBLICA,GENTIL DE MOURA
321,False,4114,1,10,TERM. PQ. D. PEDRO II,JD. DA SAÚDE
33089,False,4114,2,10,TERM. PQ. D. PEDRO II,JD. DA SAÚDE
322,True,4115,1,10,PÇA. DA REPÚBLICA,SHOP. PLAZA SUL
33090,True,4115,2,10,PÇA. DA REPÚBLICA,SHOP. PLAZA SUL
1105,False,414P,1,10,TERM. NORTE METRÔ CARRÃO,VL. INDUSTRIAL
33873,False,414P,2,10,TERM. NORTE METRÔ CARRÃO,VL. INDUSTRIAL
2170,False,4210,1,10,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES
34938,False,4210,2,10,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES
325,False,4221,1,10,TERM. PQ. D. PEDRO II,JD. PLANALTO
33093,False,4221,2,10,TERM. PQ. D. PEDRO II,JD. PLANALTO
288,True,4222,1,10,MOOCA,PQ. STA. MADALENA
33056,True,4222,2,10,MOOCA,PQ. STA. MADALENA
1636,True,425E,1,10,JD. ESTER,TERM. SAPOPEMBA
34404,True,425E,2,10,JD. ESTER,TERM. SAPOPEMBA
289,False,4284,1,10,TERM. VL. PRUDENTE,VL. CALIFÓRNIA
33057,False,4284,2,10,TERM. VL. PRUDENTE,VL. CALIFÓRNIA
326,False,4286,1,10,TERM. VL PRUDENTE,VL. INDUSTRIAL
33094,False,4286,2,10,TERM. VL PRUDENTE,VL. INDUSTRIAL
290,False,4288,1,10,TERM. PQ. D. PEDRO II,PQ. STA. MADALENA
33058,False,4288,2,10,TERM. PQ. D. PEDRO II,PQ. STA. MADALENA
2160,False,4310,1,10,TERM. PQ. D. PEDRO II,E.T. ITAQUERA
34928,False,4310,2,10,TERM. PQ. D. PEDRO II,E.T. ITAQUERA
2475,False,4310,1,21,TERM. PQ. D. PEDRO II,ARTUR ALVIM
35243,False,4310,2,21,TERM. PQ. D. PEDRO II,ARTUR ALVIM
2171,False,4311,1,10,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS
34939,False,4311,2,10,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS
2172,False,4312,1,10,TERM. PQ. D. PEDRO II,JD. MARÍLIA
34940,False,4312,2,10,TERM. PQ. D. PEDRO II,JD. MARÍLIA
2491,False,4312,1,21,METRÔ BELÉM,JD. MARÍLIA
35259,False,4312,2,21,METRÔ BELÉM,JD. MARÍLIA
2173,False,4313,1,10,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES
34941,False,4313,2,10,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES
2174,False,4314,1,10,TERM. PQ. D. PEDRO II,INÁCIO MONTEIRO
34942,False,4314,2,10,TERM. PQ. D. PEDRO II,INÁCIO MONTEIRO
2492,False,4314,1,21,TERM. VL. CARRÃO,INÁCIO MONTEIRO
35260,False,4314,2,21,TERM. VL. CARRÃO,INÁCIO MONTEIRO
2175,False,4315,1,10,TERM. PQ. D. PEDRO II,TERM. VL. CARRÃO
34943,False,4315,2,10,TERM. PQ. D. PEDRO II,TERM. VL. CARRÃO
327,False,4491,1,10,TERM. PQ. D. PEDRO II,VL. LIVIERO
33095,False,4491,2,10,TERM. PQ. D. PEDRO II,VL. LIVIERO
299,False,4706,1,10,METRÔ VL. MARIANA,JD. MARIA ESTELA II
33067,False,4706,2,10,METRÔ VL. MARIANA,JD. MARIA ESTELA II
332,False,4708,1,10,METRÔ VL. MARIANA,JD. CLÍMAX
33100,False,4708,2,10,METRÔ VL. MARIANA,JD. CLÍMAX
333,False,4709,1,10,METRÔ VL. MARIANA,JD. SÃO SAVÉRIO
33101,False,4709,2,10,METRÔ VL. MARIANA,JD. SÃO SAVÉRIO
1106,False,4716,1,10,METRÔ STA. CRUZ,SACOMÃ
33874,False,4716,2,10,METRÔ STA. CRUZ,SACOMÃ
335,True,4717,1,10,METRÔ SAÚDE,JD. MARIA ESTELA
33103,True,4717,2,10,METRÔ SAÚDE,JD. MARIA ESTELA
336,True,4718,1,10,METRÔ STA. CRUZ,JD. CELESTE
33104,True,4718,2,10,METRÔ STA. CRUZ,JD. CELESTE
337,False,4721,1,10,METRÔ JABAQUARA,SHOP. PLAZA SUL
33105,False,4721,2,10,METRÔ JABAQUARA,SHOP. PLAZA SUL
2060,True,4724,1,10,VL. NHOCUNÉ,METRÔ PATRIARCA
34828,True,4724,2,10,VL. NHOCUNÉ,METRÔ PATRIARCA
338,True,4725,1,10,SHOP. IBIRAPUERA,VL. BRASILINA
33106,True,4725,2,10,SHOP. IBIRAPUERA,VL. BRASILINA
1680,False,4726,1,10,METRÔ TATUAPÉ,MOOCA
34448,False,4726,2,10,METRÔ TATUAPÉ,MOOCA
340,False,4727,1,10,METRÔ PÇA. DA ÁRVORE,JD. CLÍMAX
33108,False,4727,2,10,METRÔ PÇA. DA ÁRVORE,JD. CLÍMAX
1108,False,4729,1,10,METRÔ BELÉM,PQ. BANCÁRIO
33876,False,4729,2,10,METRÔ BELÉM,PQ. BANCÁRIO
302,False,4732,1,10,METRÔ SAÚDE,VL. LIVIERO
33070,False,4732,2,10,METRÔ SAÚDE,VL. LIVIERO
2127,False,4732,1,31,METRÔ SAÚDE,VL. LIVIERO
34895,False,4732,2,31,METRÔ SAÚDE,VL. LIVIERO
1109,False,4734,1,10,METRÔ SAÚDE,VL. MORAES
33877,False,4734,2,10,METRÔ SAÚDE,VL. MORAES
1864,False,4734,1,21,METRÔ SAÚDE,VL. MORAES
34632,False,4734,2,21,METRÔ SAÚDE,VL. MORAES
1110,True,4735,1,10,JD. VERA CRUZ,SÃO MATEUS  
33878,True,4735,2,10,JD. VERA CRUZ,SÃO MATEUS  
342,True,4742,1,10,METRÔ SÃO JUDAS,JD. CLÍMAX
33110,True,4742,2,10,METRÔ SÃO JUDAS,JD. CLÍMAX
343,False,475M,1,10,TERM. AMARAL GURGEL,JD. DA SAÚDE
33111,False,475M,2,10,TERM. AMARAL GURGEL,JD. DA SAÚDE
344,False,475R,1,10,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO
33112,False,475R,2,10,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO
304,False,476A,1,10,TERM. STO. AMARO,IPIRANGA
33072,False,476A,2,10,TERM. STO. AMARO,IPIRANGA
1111,False,476G,1,10,IBIRAPUERA,JD. ELBA
33879,False,476G,2,10,IBIRAPUERA,JD. ELBA
1112,False,476G,1,41,METRÔ ANA ROSA,VL. INDUSTRIAL
33880,False,476G,2,41,METRÔ ANA ROSA,VL. INDUSTRIAL
262,True,476L,1,10,LAR ESC. SÃO FRANCISCO,METRÔ VL. MARIANA
33030,True,476L,2,10,LAR ESC. SÃO FRANCISCO,METRÔ VL. MARIANA
346,False,477A,1,10,TERM. PINHEIROS,SACOMÃ
33114,False,477A,2,10,TERM. PINHEIROS,SACOMÃ
348,False,477P,1,10,RIO PEQUENO,IPIRANGA
33116,False,477P,2,10,RIO PEQUENO,IPIRANGA
306,False,477U,1,10,METRÔ VL. MARIANA,HELIÓPOLIS
33074,False,477U,2,10,METRÔ VL. MARIANA,HELIÓPOLIS
349,False,478P,1,10,VL. ROMANA,SACOMÃ
33117,False,478P,2,10,VL. ROMANA,SACOMÃ
1114,False,5010,1,10,STO. AMARO,JABAQUARA
33882,False,5010,2,10,STO. AMARO,JABAQUARA
1115,False,5011,1,10,STO. AMARO,ELDORADO
33883,False,5011,2,10,STO. AMARO,ELDORADO
1116,False,5012,1,10,JABAQUARA,VL. GUACURI
33884,False,5012,2,10,JABAQUARA,VL. GUACURI
1117,False,5013,1,10,STO. AMARO,JD. LUSO
33885,False,5013,2,10,STO. AMARO,JD. LUSO
2236,False,5013,1,31,STO. AMARO,JD. MIRIAM
35004,False,5013,2,31,STO. AMARO,JD. MIRIAM
1119,False,5015,1,10,METRÔ JABAQUARA,JD. SÃO JORGE
33887,False,5015,2,10,METRÔ JABAQUARA,JD. SÃO JORGE
1492,False,5018,1,10,JABAQUARA,SHOP. INTERLAGOS
34260,False,5018,2,10,JABAQUARA,SHOP. INTERLAGOS
1861,False,5018,1,31,JABAQUARA,SHOP. INTERLAGOS
34629,False,5018,2,31,JABAQUARA,SHOP. INTERLAGOS
1670,False,5020,1,10,TERM. SACOMÃ,HOSP. HELIÓPOLIS
34438,False,5020,2,10,TERM. SACOMÃ,HOSP. HELIÓPOLIS
1667,False,5021,1,10,TERM. SACOMÃ,ÁGUA FUNDA
34435,False,5021,2,10,TERM. SACOMÃ,ÁGUA FUNDA
1120,False,5022,1,10,JABAQUARA,VL. STA. MARGARIDA
33888,False,5022,2,10,JABAQUARA,VL. STA. MARGARIDA
1122,False,5024,1,10,STO. AMARO,MISSIONÁRIA
33890,False,5024,2,10,STO. AMARO,MISSIONÁRIA
1123,False,5024,1,31,STO. AMARO,MISSIONÁRIA
33891,False,5024,2,31,STO. AMARO,MISSIONÁRIA
1564,False,5025,1,10,METRÔ TAMANDUATEÍ,JD. GUAIRACÁ
34332,False,5025,2,10,METRÔ TAMANDUATEÍ,JD. GUAIRACÁ
1635,True,5026,1,10,JD. SÃO ROBERTO,CONJ. TEOTÔNIO VILELA
34403,True,5026,2,10,JD. SÃO ROBERTO,CONJ. TEOTÔNIO VILELA
1634,True,5028,1,10,METRÔ ALTO DO IPIRANGA,CONJ. HAB. HELIÓPOLIS
34402,True,5028,2,10,METRÔ ALTO DO IPIRANGA,CONJ. HAB. HELIÓPOLIS
1672,False,5029,1,10,TERM. SACOMÃ,JD. PATENTE
34440,False,5029,2,10,TERM. SACOMÃ,JD. PATENTE
1275,False,502J,1,10,METRÔ STA. CRUZ,EST. AUTÓDROMO
34043,False,502J,2,10,METRÔ STA. CRUZ,EST. AUTÓDROMO
2106,False,502J,1,21,VL. STA. CATARINA,EST. AUTÓDROMO
34874,False,502J,2,21,VL. STA. CATARINA,EST. AUTÓDROMO
2107,True,502J,1,22,VL. STA. CATARINA,EST. AUTÓDROMO
34875,True,502J,2,22,VL. STA. CATARINA,EST. AUTÓDROMO
2518,True,502J,1,23,METRÔ CONCEIÇÃO,EST. AUTÓDROMO
35286,True,502J,2,23,METRÔ CONCEIÇÃO,EST. AUTÓDROMO
1669,False,5030,1,10,TERM. SACOMÃ,JD. MARIA ESTELA
34437,False,5030,2,10,TERM. SACOMÃ,JD. MARIA ESTELA
1746,False,5031,1,10,TERM. SACOMÃ,VL. ARAPUÁ
34514,False,5031,2,10,TERM. SACOMÃ,VL. ARAPUÁ
1747,False,5031,1,21,TERM. SACOMÃ,VL. CDE. DO PINHAL
34515,False,5031,2,21,TERM. SACOMÃ,VL. CDE. DO PINHAL
1662,False,5032,1,10,TERM. SACOMÃ,VL. ARAPUÁ
34430,False,5032,2,10,TERM. SACOMÃ,VL. ARAPUÁ
1665,False,5033,1,10,TERM. SACOMÃ,VL. BRASILINA
34433,False,5033,2,10,TERM. SACOMÃ,VL. BRASILINA
1663,False,5034,1,10,TERM. SACOMÃ,VL. LIVIERO
34431,False,5034,2,10,TERM. SACOMÃ,VL. LIVIERO
1664,True,5034,1,31,VL. LIVIERO,TERM. SACOMÃ
34432,True,5034,2,31,VL. LIVIERO,TERM. SACOMÃ
1668,False,5035,1,10,TERM. SACOMÃ,VL. ARAPUÁ
34436,False,5035,2,10,TERM. SACOMÃ,VL. ARAPUÁ
1666,False,5036,1,10,TERM. SACOMÃ,JD. CELESTE
34434,False,5036,2,10,TERM. SACOMÃ,JD. CELESTE
1661,False,5038,1,10,TERM. SACOMÃ,PQ. BRISTOL
34429,False,5038,2,10,TERM. SACOMÃ,PQ. BRISTOL
2208,False,507T,1,10,METRÔ CARRÃO,TERM. SAPOPEMBA
34976,False,507T,2,10,METRÔ CARRÃO,TERM. SAPOPEMBA
117,True,508L,1,10,ACLIMAÇÃO,TERM. PRINC. ISABEL
32885,True,508L,2,10,ACLIMAÇÃO,TERM. PRINC. ISABEL
1523,True,5091,1,10,METRÔ SÃO JUDAS,JD. UBIRAJARA
34291,True,5091,2,10,METRÔ SÃO JUDAS,JD. UBIRAJARA
264,False,509J,1,10,PQ. IBIRAPUERA,JD. SELMA
33032,False,509J,2,10,PQ. IBIRAPUERA,JD. SELMA
2119,True,509J,1,21,PQ. IBIRAPUERA,JD. SELMA
34887,True,509J,2,21,PQ. IBIRAPUERA,JD. SELMA
1277,False,509M,1,10,TERM. PRINC. ISABEL,JD. MIRIAM
34045,False,509M,2,10,TERM. PRINC. ISABEL,JD. MIRIAM
1370,False,5100,1,10,TERM. PQ. D. PEDRO II,TERM. PINHEIROS
34138,False,5100,2,10,TERM. PQ. D. PEDRO II,TERM. PINHEIROS
1646,True,5103,1,10,MOEMA,TERM. SACOMÃ
34414,True,5103,2,10,MOEMA,TERM. SACOMÃ
1651,False,5105,1,10,TERM. MERCADO,TERM. SACOMÃ
34419,False,5105,2,10,TERM. MERCADO,TERM. SACOMÃ
1280,False,5106,1,10,LGO. SÃO FRANCISCO,MAR PAULISTA
34048,False,5106,2,10,LGO. SÃO FRANCISCO,MAR PAULISTA
1972,False,5106,1,21,TERM. ÁGUA ESPRAIADA,JD. SELMA
34740,False,5106,2,21,TERM. ÁGUA ESPRAIADA,JD. SELMA
1305,False,5106,1,31,METRÔ ANA ROSA,JD. UBIRAJARA
34073,False,5106,2,31,METRÔ ANA ROSA,JD. UBIRAJARA
1659,False,5107,1,10,PÇA. DO CORREIO,TERM. SACOMÃ
34427,False,5107,2,10,PÇA. DO CORREIO,TERM. SACOMÃ
1675,False,5108,1,10,TERM. PQ. D. PEDRO II,JD. CELESTE
34443,False,5108,2,10,TERM. PQ. D. PEDRO II,JD. CELESTE
1851,False,5109,1,10,TERM. MERCADO,TERM. VL. PRUDENTE
34619,False,5109,2,10,TERM. MERCADO,TERM. VL. PRUDENTE
2209,False,5110,1,10,TERM. MERCADO,TERM. SÃO MATEUS
34977,False,5110,2,10,TERM. MERCADO,TERM. SÃO MATEUS
2239,False,5110,1,21,TERM. MERCADO,SÃO MATEUS
35007,False,5110,2,21,TERM. MERCADO,SÃO MATEUS
2443,False,5110,1,23,TERM. MERCADO,JD. PLANALTO
35211,False,5110,2,23,TERM. MERCADO,JD. PLANALTO
2459,False,5110,1,24,TERM. VL. PRUDENTE,SÃO MATEUS
35227,False,5110,2,24,TERM. VL. PRUDENTE,SÃO MATEUS
2210,False,5110,1,41,METRÔ TAMANDUATEÍ,SÃO MATEUS
34978,False,5110,2,41,METRÔ TAMANDUATEÍ,SÃO MATEUS
48,False,5111,1,10,TERM. PQ. D. PEDRO II,TERM. STO. AMARO
32816,False,5111,2,10,TERM. PQ. D. PEDRO II,TERM. STO. AMARO
